1101,台泥,Taiwan Cement Corp.,9711,N,Y
1102,亞泥,Asia Cement Corporation,5769,N,Y
1216,統一,UNI-PRESIDENT ENTERPRISES CORP.,11924,N,Y
1301,台塑,Formosa Plastics Corporation,12112,N,Y
1303,南亞,NAN YA PLASTICS CORPORATION,14044,N,Y
1326,台化,FORMOSA CHEMICALS & FIBRE CORPORATION,8516,N,Y
1402,遠東新,Far Eastern New Century Corporation,9759,N,Y
2002,中鋼,China Steel Corporation,30751,N,Y
2105,正新,Cheng Shin Rubber Ind. Co. Ltd.,4560,N,Y
2301,光寶科,LITE-ON TECHNOLOGY CORP.,5290,N,Y
2303,聯電,UNITED MICROELECTRONICS CORP.,29454,N,Y
2308,台達電,DELTA ELECTRONICS INC.,5373,N,Y
2317,鴻海,HON HAI PRECISION IND. CO. LTD.,37105,N,Y
2327,國巨,YAGEO CORPORATION,965,N,Y
2330,台積電,Taiwan Semiconductor Manufacturing Co. Ltd.,59731,N,Y
2354,鴻準,FOXCONN TECHNOLOGY CO. LTD,2745,N,Y
2357,華碩,ASUSTEK COMPUTER INC.,1754,N,Y
2382,廣達,QUANTA COMPUTER INC.,6618,N,Y
2395,研華,ADVANTECH Co. Ltd.,924,N,Y
2408,南亞科,NANYA TECHNOLOGY CORPORATION,1973,N,Y
2409,友達,AU Optronics Corp.,21892,N,Y
2412,中華電,Chunghwa Telecom Co. Ltd,9460,N,Y
2454,聯發科,MediaTek Inc.,3660,N,Y
2474,可成,CATCHER TECHNOLOGY CO. LTD.,1836,N,Y
2492,華新科,WALSIN TECHNOLOGY CORPORATION,1209,N,Y
2633,台灣高鐵,Taiwan High Speed Rail Corporation,5183,N,Y
2801,彰銀,CHANG HWA COMMERCIAL BANK LTD.,14647,N,Y
2823,中壽,CHINA LIFE INSURANCE COMPANY LTD.,6453,N,Y
2880,華南金,HUA NAN FINANCIAL HOLDINGS CO.LTD.,21382,N,Y
2881,富邦金,Fubon Financial Holding Co. Ltd.,18273,N,Y
2882,國泰金,CATHAY FINANCIAL HOLDING CO. LTD.,19609,N,Y
2883,開發金,CHINA DEVELOPMENT FINANCIAL HOLDING CORP.,34560,N,Y
2884,玉山金,E.SUN FINANCIAL HOLDING COMPANYLTD.,25559,N,Y
2885,元大金,Yuanta Financial Holding Co. Ltd,28169,N,Y
2886,兆豐金,Mega Financial Holding Company Ltd.,27079,N,Y
2887,台新金,TAISHIN FINANCIAL HOLDING CO. LTD.,23570,N,Y
2890,永豐金,SINOPAC  FINANCIAL HOLDINGS COMPANY LIMITED,26089,N,Y
2891,中信金,CTBC FINANCIAL HOLDING CO. LTD.,45130,N,Y
2892,第一金,First  Financial  Holding  Co.  Ltd.,24190,N,Y
2912,統一超,PRESIDENT CHAIN STORE CORPORATION,1396,N,Y
3008,大立光,LARGAN Precision Co.Ltd,254,N,Y
3045,台灣大,TAIWAN  MOBILE  CO. LTD.,3963,N,Y
3481,群創,INNOLUX CORPORATION,21411,N,Y
3711,日月光投控,ASE Technology Holding Co. Ltd.,8391,N,Y
4904,遠傳,Far EasTone Telecommunications Co. Ltd.,3974,N,Y
4938,和碩,Pegatron Corporation,4984,N,Y
5871,中租-KY,Chailease Holding Company Limited,2935,N,Y
5880,合庫金,Taiwan Cooperative Financial Holding Co.Ltd.,21868,N,N
6505,台塑化,Formosa Petrochemical Corp,3395,N,Y
9904,寶成,Pou Chen Corporation,6601,N,Y
