上市,1312A,國喬特,1995,,,0,0,0,0,0,0,0,,,,,,
上市,1312A,國喬特,1996,,,0.6,0,0.6,0,0,0,0.6,,,,,,
上市,1312A,國喬特,1997,,,0.6,0,0.6,0,0,0,0.6,,,,,,
上市,1312A,國喬特,1998,,,0.6,0,0.6,0,0,0,0.6,,,,,,
上市,1312A,國喬特,1999,,,0,0,0,0,0,0,0,,,,,,
上市,1312A,國喬特,2000,,,1.2,0,1.2,0,0,0,1.2,,,,,,
上市,1312A,國喬特,2001,,,0.6,0,0.6,0,0,0,0.6,,,,,,
上市,1312A,國喬特,2007,,,0,0,0,0,0,0,0,,,0.0,,0.0,0
上市,1312A,國喬特,2008,,,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,0
上市,1312A,國喬特,2009,,,5.6,0,5.6,0,0,0,5.6,1.12,0,0.1,,0.04,0
上市,1312A,國喬特,2010,,,1.6,0,1.6,0,0,0,1.6,0.32,0,0.35,,0.18,0
上市,1312A,國喬特,2011,,,1.3,0,1.3,0,0,0,1.3,0.26,0,0.19,,0.1,0
上市,1312A,國喬特,2012,,,1.6,0,1.6,0,0,0,1.6,0.32,0,0.29,,0.15,0
上市,1312A,國喬特,2013,,,1.6,0,1.6,0,0,0,1.6,0.32,0,0.4,,0.2,0
上市,1312A,國喬特,2014,,,0.9,0,0.9,0,0,0,0.9,0.18,0,0.04,,0.02,0
上市,1312A,國喬特,2015,,,1.4,0,1.4,0,0,0,1.4,0.28,0,,,,
上市,1312A,國喬特,2016,,,1.6,0,1.6,0,0,0,1.6,0.32,0,,,,
上市,1312A,國喬特,2017,,,1.6,0,1.6,0,0,0,1.6,0.32,0,,,,
