盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,36.6,22.65,27.8,0,0,0,2017,0.51,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,27.5,19.9,22.6,0,0,0,2016,-2.65,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,28.9,19,22.4,0,0,0,2015,-1.1,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,36,16.85,27.4,0,0,0,2014,-5.82,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,53.5,34,43.4,0,0,0,2013,0.51,0,0,0
2013,0.5,0,0.5,0,0,0,0.5,0.3,0,0.82,2.85,0.02,0,2013,51.5,40.2,45.3,1.1,0,1.1,2012,0.53,94.3,0,94.3
2012,1,0,1,0,0,0,1,0.53,0,1.42,3.73,0.03,0,2012,55.4,33,41.6,2.41,0,2.41,2011,0.73,137,0,137
2011,2,0,2,0,0,0,2,1.05,0,2.84,1.93,0.06,0,2011,114,29.7,62.6,3.2,0,3.2,2010,2.8,71.4,0,71.4
2010,1,0,1,0.5,0.5,1,2,0.48,2.39,1.94,2.25,0.04,0,2010,108.5,61.1,84.5,1.18,1.18,2.37,2009,1.8,55.6,55.6,111
2009,1,0,1,0,0,0,1,0.48,0,1.29,2.52,0.03,0,2009,85.8,12.35,32.2,3.11,0,3.11,2008,1.1,90.9,0,90.9
2008,0.6,0,0.6,0,0,0,0.6,-,-,1.55,2.7,0.02,0,2008,24.8,11,15.3,3.91,0,3.91,2007,1.28,46.9,0,46.9
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2006,0.28,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2005,-0.25,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2004,-1.11,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2003,-1.23,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,-1.64,0,0,0
平均,0.38,0,0.38,0.03,0.03,0.06,0.44,,,,,,,平均,56.6,27.2,38.6,1.4,0.1,1.5,平均,-0.27,31,3.5,34.5
累計,6.1,0,6.1,0.5,0.5,1,7.1,,,,,,,累計,,,,,,,累計,-4.26,,,
